Codi INE,Municipi,Comarca,Domèstic Xarxa 2023,Activitats Econòmiques 2023,Total 2023
08190,SALDES,"BERGUEDÀ, EL             ",15208,27875,43083
17154,SALES DE LLIERCA,"GARROTXA, LA             ",6338,808,7146
08191,SALLENT,"BAGES, EL                ",237259,800334,1037593
43135,SALOMO,"TARRAGONÈS, EL           ",27988,13654,41642
43905,SALOU,"TARRAGONÈS, EL           ",2262958,3324531,5587489
17155,SALT,"GIRONÈS, EL     ",911418,274325,1185743
25191,SANAÜJA,"SEGARRA, LA              ",18539,13838,32377
08194,SANT ADRIA DE BESOS,"BARCELONÈS, EL           ",1359760,540689,1900449
08195,SANT AGUSTI DE LLUÇANES,OSONA                    ,6847,27700,34547
08196,SANT ANDREU DE LA BARCA,"BAIX LLOBREGAT, EL       ",1013145,472392,1485537
08197,SANT ANDREU DE LLAVANERES,"MARESME, EL              ",768850,307728,1076578
17157,SANT ANDREU SALOU,"GIRONÈS, EL     ",0,3025,3025
17183,SANT ANIOL DE FINESTRES,"GARROTXA, LA             ",11150,120738,131888
08198,SANT ANTONI DE VILAMAJOR,"VALLÈS ORIENTAL, EL      ",312879,53239,366118
08199,SANT BARTOMEU DEL GRAU,OSONA                    ,29785,39516,69301
08200,SANT BOI DE LLOBREGAT,"BAIX LLOBREGAT, EL       ",2940892,1302485,4243377
08201,SANT BOI DE LLUÇANES,OSONA                    ,18726,50155,68881
43136,SANT CARLES DE LA RAPITA,"MONTSIÀ, EL              ",650600,338780,989380
08203,SANT CEBRIA DE VALLALTA,"MARESME, EL              ",236050,49884,285934
08202,SANT CELONI,"VALLÈS ORIENTAL, EL      ",678866,776496,1455362
08204,SANT CLIMENT DE LLOBREGAT,"BAIX LLOBREGAT, EL       ",142660,23129,165789
17158,SANT CLIMENT SESCEBES,"ALT EMPORDÀ, L'          ",23496,57462,80958
08205,SANT CUGAT DEL VALLES,"VALLÈS OCCIDENTAL, EL    ",4244603,1824924,6069527
08206,SANT CUGAT SESGARRIGUES,"ALT PENEDÈS, L'          ",29090,32823,61913
25196,SANT ESTEVE DE LA SARGA,"PALLARS JUSSÀ, EL        ",11969,492,12461
08207,SANT ESTEVE DE PALAUTORDERA,"VALLÈS ORIENTAL, EL      ",132923,23443,156366
08208,SANT ESTEVE SESROVIRES,"BAIX LLOBREGAT, EL       ",339716,838289,1178005
17159,SANT FELIU DE BUIXALLEU,"SELVA, LA                ",63561,59887,123448
08210,SANT FELIU DE CODINES,"VALLÈS ORIENTAL, EL      ",258088,58971,317059
17160,SANT FELIU DE GUÍXOLS,"BAIX EMPORDÀ, EL         ",1348589,433144,1781733
08211,SANT FELIU DE LLOBREGAT,"BAIX LLOBREGAT, EL       ",1566094,420894,1986988
17161,SANT FELIU DE PALLEROLS,"GARROTXA, LA             ",48963,21933,70896
08212,SANT FELIU SASSERRA,"BAGES, EL                ",24152,33983,58135
17162,SANT FERRIOL,"GARROTXA, LA             ",1421,4476,5897
08209,SANT FOST DE CAMPSENTELLES,"VALLÈS ORIENTAL, EL      ",391908,180489,572397
08213,SANT FRUITOS DE BAGES,"BAGES, EL                ",380988,295203,676191
17163,SANT GREGORI,"GIRONÈS, EL     ",129037,189250,318287
25192,SANT GUIM DE FREIXENET,"SEGARRA, LA              ",34581,164702,199283
25197,SANT GUIM DE LA PLANA,"SEGARRA, LA              ",7551,30381,37932
17164,SANT HILARI SACALM,"SELVA, LA                ",205274,586570,791844
08215,SANT HIPOLIT DE VOLTREGA,OSONA                    ,133417,29415,162832
08193,SANT ISCLE DE VALLALTA,"MARESME, EL              ",61427,11490,72917
08216,SANT JAUME DE FRONTANYA,"BERGUEDÀ, EL             ",1462,1469,2931
17165,SANT JAUME DE LLIERCA,"GARROTXA, LA             ",31189,70424,101613
43137,SANT JAUME DELS DOMENYS,"BAIX PENEDÈS, EL         ",130720,34267,164987
43902,SANT JAUME D'ENVEJA,"MONTSIÀ, EL              ",140304,33128,173432
17167,SANT JOAN DE LES ABADESSES,"RIPOLLÈS, EL             ",124835,377785,502620
17168,SANT JOAN DE MOLLET,"GIRONÈS, EL     ",20814,7727,28541
08218,SANT JOAN DE VILATORRADA,"BAGES, EL                ",400042,408492,808534
08217,SANT JOAN DESPI,"BAIX LLOBREGAT, EL       ",1244924,613717,1858641
17185,SANT JOAN LES FONTS,"GARROTXA, LA             ",137776,1071522,1209298
17166,SANT JORDI DESVALLS,"GIRONÈS, EL     ",33949,14783,48732
08903,SANT JULIA DE CERDANYOLA,"BERGUEDÀ, EL             ",10906,416,11322
17903,SANT JULIA DE LLOR I BONMATI,"SELVA, LA                ",54437,30527,84964
17169,SANT JULIA DE RAMIS,"GIRONÈS, EL     ",148193,27793,175986
08220,SANT JULIA DE VILATORTA,OSONA                    ,133879,62307,196186
08221,SANT JUST DESVERN,"BAIX LLOBREGAT, EL       ",884166,372264,1256430
17171,SANT LLORENÇ DE LA MUGA,"ALT EMPORDÀ, L'          ",11161,3555,14716
25193,SANT LLORENÇ DE MORUNYS,"SOLSONÈS, EL             ",58214,31385,89599
08222,SANT LLORENÇ D'HORTONS,"ALT PENEDÈS, L'          ",82513,131143,213656
08223,SANT LLORENÇ SAVALL,"VALLÈS OCCIDENTAL, EL    ",99590,30639,130229
08225,SANT MARTI D'ALBARS,"LLUÇANÈS, EL",4778,53097,57875
08224,SANT MARTI DE CENTELLES,OSONA                    ,50765,22643,73408
17172,SANT MARTI DE LLÈMENA,"GIRONÈS, EL     ",28532,6688,35220
25902,SANT MARTI DE RIUCORB,"URGELL, L'               ",26979,1136,28115
08226,SANT MARTI DE TOUS,"ANOIA, L'                ",44888,3301,48189
08227,SANT MARTI SARROCA,"ALT PENEDÈS, L'          ",137422,30200,167622
08228,SANT MARTI SESGUEIOLES,"ANOIA, L'                ",11810,9953,21763
17173,SANT MARTI VELL,"GIRONÈS, EL     ",10450,5997,16447
08229,SANT MATEU DE BAGES,"BAGES, EL                ",19732,59743,79475
17174,SANT MIQUEL DE CAMPMAJOR,"PLA DE L'ESTANY, EL      ",1763,13349,15112
17175,SANT MIQUEL DE FLUVIA,"ALT EMPORDÀ, L'          ",32913,7345,40258
17176,SANT MORI,"ALT EMPORDÀ, L'          ",12828,316,13144
17177,SANT PAU DE SEGURIES,"RIPOLLÈS, EL             ",30695,14565,45260
08231,SANT PERE DE RIBES,"GARRAF, EL               ",1356298,321731,1678029
08232,SANT PERE DE RIUDEBITLLES,"ALT PENEDÈS, L'          ",93271,63945,157216
08233,SANT PERE DE TORELLO,OSONA                    ,78894,88789,167683
08234,SANT PERE DE VILAMAJOR,"VALLÈS ORIENTAL, EL      ",216436,73962,290398
17178,SANT PERE PESCADOR,"ALT EMPORDÀ, L'          ",96033,275534,371567
08189,SANT PERE SALLAVINERA,"ANOIA, L'                ",7282,16114,23396
08235,SANT POL DE MAR,"MARESME, EL              ",343182,85877,429059
08236,SANT QUINTI DE MEDIONA,"ALT PENEDÈS, L'          ",84798,69084,153882
08237,SANT QUIRZE DE BESORA,OSONA                    ,80398,24868,105266
08238,SANT QUIRZE DEL VALLES,"VALLÈS OCCIDENTAL, EL    ",885550,399163,1284713
08239,SANT QUIRZE SAFAJA,Moianès,35889,26512,62401
25194,SANT RAMON,"SEGARRA, LA              ",18224,102167,120391
08240,SANT SADURNI D'ANOIA,"ALT PENEDÈS, L'          ",462761,424449,887210
08241,SANT SADURNI D'OSORMORT,OSONA                    ,0,4784,4784
08098,SANT SALVADOR DE GUARDIOLA,"BAGES, EL                ",156737,53364,210101
08262,SANT VICENÇ DE CASTELLET,"BAGES, EL                ",370700,313025,683725
08264,SANT VICENÇ DE MONTALT,"MARESME, EL              ",549674,252604,802278
08265,SANT VICENÇ DE TORELLO,OSONA                    ,73280,172515,245795
08263,SANT VICENÇ DELS HORTS,"BAIX LLOBREGAT, EL       ",1108326,621515,1729841
43138,SANTA BARBARA,"MONTSIÀ, EL              ",136215,63953,200168
08243,SANTA CECILIA DE VOLTREGA,OSONA                    ,6114,35868,41982
08244,SANTA COLOMA DE CERVELLO,"BAIX LLOBREGAT, EL       ",306545,142744,449289
17180,SANTA COLOMA DE FARNERS,"SELVA, LA                ",536064,146716,682780
08245,SANTA COLOMA DE GRAMENET,"BARCELONÈS, EL           ",4049550,1186092,5235642
43139,SANTA COLOMA DE QUERALT,"CONCA DE BARBERÀ, LA     ",84848,53712,138560
17181,SANTA CRISTINA D'ARO,"BAIX EMPORDÀ, EL         ",425376,822546,1247922
08246,SANTA EUGENIA DE BERGA,OSONA                    ,76455,646571,723026
08247,SANTA EULALIA DE RIUPRIMER,OSONA                    ,48960,26220,75180
08248,SANTA EULALIA DE RONÇANA,"VALLÈS ORIENTAL, EL      ",276970,83900,360870
08249,SANTA FE DEL PENEDES,"ALT PENEDÈS, L'          ",14057,2275,16332
17182,SANTA LLOGAIA D'ALGUEMA,"ALT EMPORDÀ, L'          ",14049,24150,38199
08250,SANTA MARGARIDA DE MONTBUI,"ANOIA, L'                ",339897,72311,412208
08251,SANTA MARGARIDA I ELS MONJOS,"ALT PENEDÈS, L'          ",280321,427712,708033
08253,SANTA MARIA DE BESORA,OSONA                    ,7729,16309,24038
08256,SANTA MARIA DE MARTORELLES,"VALLÈS ORIENTAL, EL      ",34535,5438,39973
08255,SANTA MARIA DE MERLES,"BERGUEDÀ, EL             ",5606,22343,27949
08257,SANTA MARIA DE MIRALLES,"ANOIA, L'                ",9215,1850,11065
08259,SANTA MARIA DE PALAUTORDERA,"VALLÈS ORIENTAL, EL      ",401009,174860,575869
08258,SANTA MARIA D'OLO,Moianès,33738,37241,70979
43140,SANTA OLIVA,"BAIX PENEDÈS, EL         ",171194,512377,683571
17184,SANTA PAU,"GARROTXA, LA             ",65392,104165,169557
08260,SANTA PERPETUA DE MOGODA,"VALLÈS OCCIDENTAL, EL    ",997275,1091903,2089178
08261,SANTA SUSANNA,"MARESME, EL              ",178217,476330,654547
08192,SANTPEDOR,"BAGES, EL                ",288643,219210,507853
43142,SARRAL,"CONCA DE BARBERÀ, LA     ",32842,172907,205749
17186,SARRIA DE TER,"GIRONÈS, EL     ",177209,1174849,1352058
25201,SARROCA DE BELLERA,"PALLARS JUSSÀ, EL        ",21384,1899,23283
25200,SARROCA DE LLEIDA,"SEGRIÀ, EL               ",14628,1102,15730
17187,"SAUS, CAMALLERA I LLAMPAIES","ALT EMPORDÀ, L'          ",55492,18558,74050
43143,SAVALLA DEL COMTAT,"CONCA DE BARBERÀ, LA     ",4261,0,4261
43144,"SECUITA, LA","TARRAGONÈS, EL           ",73936,3177,77113
17188,"SELVA DE MAR, LA","ALT EMPORDÀ, L'          ",16476,4101,20577
43145,"SELVA DEL CAMP, LA","BAIX CAMP, EL            ",175127,621201,796328
43146,SENAN,"CONCA DE BARBERÀ, LA     ",1741,109,1850
43044,"SENIA, LA","MONTSIÀ, EL              ",192984,15776,208760
25202,SENTERADA,"PALLARS JUSSÀ, EL        ",24156,6312,30468
25035,"SENTIU DE SIO, LA","NOGUERA, LA              ",31500,2152,33652
08267,SENTMENAT,"VALLÈS OCCIDENTAL, EL    ",351050,115526,466576
17190,SERINYA,"PLA DE L'ESTANY, EL      ",46142,43911,90053
25204,SEROS,"SEGRIÀ, EL               ",68805,55969,124774
17191,SERRA DE DARO,"BAIX EMPORDÀ, EL         ",19408,12350,31758
17192,SETCASES,"RIPOLLÈS, EL             ",35145,72186,107331
25203,"SEU D'URGELL, LA","ALT URGELL, L'           ",537243,647514,1184757
08269,SEVA,OSONA                    ,146806,251256,398062
25205,SIDAMON,"PLA D'URGELL, EL         ",29784,11880,41664
17193,SILS,"SELVA, LA                ",320882,215546,536428
08270,SITGES,"GARRAF, EL               ",2030798,935108,2965906
17052,SIURANA,"ALT EMPORDÀ, L'          ",6549,3034,9583
08271,SOBREMUNT,"LLUÇANÈS, EL",1724,972,2696
25206,"SOLERAS, EL","GARRIGUES, LES           ",9421,6667,16088
43147,SOLIVELLA,"CONCA DE BARBERÀ, LA     ",20845,8232,29077
25207,SOLSONA,"SOLSONÈS, EL             ",359547,95093,454640
08272,SORA,OSONA                    ,9105,27301,36406
25208,SORIGUERA,"PALLARS SOBIRÀ, EL       ",40400,2423,42823
25209,SORT,"PALLARS SOBIRÀ, EL       ",91446,47916,139362
25210,SOSES,"SEGRIÀ, EL               ",81114,138410,219524
08273,SUBIRATS,"ALT PENEDÈS, L'          ",119854,64385,184239
25211,SUDANELL,"SEGRIÀ, EL               ",30329,28024,58353
25212,SUNYER,"SEGRIÀ, EL               ",15265,9574,24839
08274,SURIA,"BAGES, EL                ",216847,1266925,1483772
17194,SUSQUEDA,"SELVA, LA                ",4380,1940,6320
08276,TAGAMANENT,"VALLÈS ORIENTAL, EL      ",8617,2304,10921
08277,TALAMANCA,"BAGES, EL                ",12172,2467,14639
25215,TALARN,"PALLARS JUSSÀ, EL        ",33437,60697,94134
25216,TALAVERA,"SEGARRA, LA              ",9223,32345,41568
17195,"TALLADA D'EMPORDA, LA","BAIX EMPORDÀ, EL         ",36533,27953,64486
08278,TARADELL,OSONA                    ,245345,163338,408683
43148,TARRAGONA,"TARRAGONÈS, EL           ",5680430,3090740,8771170
25217,TARREGA,"URGELL, L'               ",686333,466778,1153111
25218,TARRES,"GARRIGUES, LES           ",1273,13033,14306
25219,TARROJA DE SEGARRA,"SEGARRA, LA              ",5238,3142,8380
08275,TAVERNOLES,OSONA                    ,13578,16580,30158
08280,TAVERTET,OSONA                    ,10565,3765,14330
08281,TEIA,"MARESME, EL              ",355044,115915,470959
25220,TERMENS,"NOGUERA, LA              ",57225,136814,194039
17196,TERRADES,"ALT EMPORDÀ, L'          ",12333,1660,13993
08279,TERRASSA,"VALLÈS OCCIDENTAL, EL    ",8302227,3723191,12025418
08282,TIANA,"MARESME, EL              ",383120,96744,479864
25221,TIRVIA,"PALLARS SOBIRÀ, EL       ",13761,921,14682
25222,TIURANA,"NOGUERA, LA              ",2083,918,3001
43149,TIVENYS,"BAIX EBRE, EL            ",28131,8268,36399
43150,TIVISSA,"RIBERA D'EBRE, LA        ",74469,59669,134138
08283,TONA,OSONA                    ,300989,137924,438913
25223,TORA,"SEGARRA, LA              ",47026,49726,96752
08284,TORDERA,"MARESME, EL              ",799882,293238,1093120
08285,TORELLO,OSONA                    ,662245,299742,961987
25224,"TORMS, ELS","GARRIGUES, LES           ",4290,967,5257
25225,TORNABOUS,"URGELL, L'               ",62964,1610,64574
25227,"TORRE DE CAPDELLA, LA","PALLARS JUSSÀ, EL        ",75816,8732,84548
08286,"TORRE DE CLARAMUNT, LA","ANOIA, L'                ",218849,94183,313032
43151,"TORRE DE FONTAUBELLA, LA","PRIORAT, EL              ",4453,345,4798
43152,"TORRE DE L'ESPANYOL, LA","RIBERA D'EBRE, LA        ",23715,1736,25451
25226,TORREBESSES,"SEGRIÀ, EL               ",13756,9306,23062
43153,TORREDEMBARRA,"TARRAGONÈS, EL           ",952091,251811,1203902
25228,TORREFARRERA,"SEGRIÀ, EL               ",195608,154167,349775
25907,TORREFETA I FLOREJACS,"SEGARRA, LA              ",17395,130422,147817
25230,TORREGROSSA,"PLA D'URGELL, EL         ",62051,22822,84873
25231,TORRELAMEU,"NOGUERA, LA              ",31076,9714,40790
08287,TORRELAVIT,"ALT PENEDÈS, L'          ",39650,50382,90032
08288,TORRELLES DE FOIX,"ALT PENEDÈS, L'          ",124692,21132,145824
08289,TORRELLES DE LLOBREGAT,"BAIX LLOBREGAT, EL       ",265092,27677,292769
17197,TORRENT,"BAIX EMPORDÀ, EL         ",23615,29830,53445
25232,TORRES DE SEGRE,"SEGRIÀ, EL               ",99708,59081,158789
25233,TORRE-SERONA,"SEGRIÀ, EL               ",19498,18918,38416
17198,TORROELLA DE FLUVIA,"ALT EMPORDÀ, L'          ",41176,37992,79168
17199,TORROELLA DE MONTGRI,"BAIX EMPORDÀ, EL         ",777714,708872,1486586
43154,TORROJA DEL PRIORAT,"PRIORAT, EL              ",7031,288,7319
17200,TORTELLA,"GARROTXA, LA             ",32038,28602,60640
43155,TORTOSA,"BAIX EBRE, EL            ",1066049,3069316,4135365
17201,TOSES,"RIPOLLÈS, EL             ",18071,21724,39795
17202,TOSSA DE MAR,"SELVA, LA                ",437543,477958,915501
25234,TREMP,"PALLARS JUSSÀ, EL        ",242466,76702,319168
17204,ULLA,"BAIX EMPORDÀ, EL         ",52556,42400,94956
08290,ULLASTRELL,"VALLÈS OCCIDENTAL, EL    ",78470,24110,102580
17205,ULLASTRET,"BAIX EMPORDÀ, EL         ",21668,3326,24994
43156,ULLDECONA,"MONTSIÀ, EL              ",224270,226393,450663
43157,ULLDEMOLINS,"PRIORAT, EL              ",17277,5923,23200
17203,ULTRAMORT,"BAIX EMPORDÀ, EL         ",14322,13107,27429
17206,URUS,"CERDANYA, LA             ",39427,2231,41658
08291,VACARISSES,"VALLÈS OCCIDENTAL, EL    ",324849,131885,456734
17014,"VAJOL, LA","ALT EMPORDÀ, L'          ",3693,197,3890
17208,"VALL DE BIANYA, LA","GARROTXA, LA             ",48366,124564,172930
25043,"VALL DE BOI, LA","ALTA RIBAGORÇA, L'       ",259365,208969,468334
25901,VALL DE CARDOS,"PALLARS SOBIRÀ, EL       ",49005,13401,62406
17207,"VALL D'EN BAS, LA","GARROTXA, LA             ",119345,202216,321561
08292,VALLBONA D'ANOIA,"ANOIA, L'                ",60738,12709,73447
25238,VALLBONA DE LES MONGES,"URGELL, L'               ",10699,20342,31041
08293,VALLCEBRE,"BERGUEDÀ, EL             ",6546,1115,7661
43158,VALLCLARA,"CONCA DE BARBERÀ, LA     ",5881,3395,9276
25240,VALLFOGONA DE BALAGUER,"NOGUERA, LA              ",113321,74485,187806
17170,VALLFOGONA DE RIPOLLES,"RIPOLLÈS, EL             ",9702,10127,19829
43159,VALLFOGONA DE RIUCORB,"CONCA DE BARBERÀ, LA     ",4883,9710,14593
08294,VALLGORGUINA,"VALLÈS ORIENTAL, EL      ",138291,23567,161858
08295,VALLIRANA,"BAIX LLOBREGAT, EL       ",704380,134042,838422
17209,VALL-LLOBREGA,"BAIX EMPORDÀ, EL         ",55733,29562,85295
43160,VALLMOLL,"ALT CAMP, L'             ",66219,179608,245827
08296,VALLROMANES,"VALLÈS ORIENTAL, EL      ",173534,257481,431015
43161,VALLS,"ALT CAMP, L'             ",790724,586470,1377194
25906,"VALLS D'AGUILAR, LES","ALT URGELL, L'           ",8744,752,9496
25239,"VALLS DE VALIRA, LES","ALT URGELL, L'           ",42336,22800,65136
43162,VANDELLOS I L'HOSPITALET DE L'INFANT,"BAIX CAMP, EL            ",368704,163847,532551
25909,"VANSA I FORNOLS, LA","ALT URGELL, L'           ",23561,2527,26088
08297,VECIANA,"ANOIA, L'                ",3817,25292,29109
43163,"VENDRELL, EL","BAIX PENEDÈS, EL         ",2263141,566049,2829190
17210,VENTALLO,"ALT EMPORDÀ, L'          ",45858,26474,72332
25242,VERDU,"URGELL, L'               ",34776,37512,72288
17211,VERGES,"BAIX EMPORDÀ, EL         ",52358,20899,73257
43164,VESPELLA DE GAIÀ,"TARRAGONÈS, EL           ",37234,10062,47296
08298,VIC,OSONA                    ,1792222,1637861,3430083
17212,VIDRA,OSONA                    ,6627,3551,10178
17213,VIDRERES,"SELVA, LA                ",623014,268088,891102
25243,VIELHA E MIJARAN,"VAL D'ARAN, LA           ",619056,195952,815008
43165,VILABELLA,"ALT CAMP, L'             ",29858,17471,47329
17214,VILABERTRAN,"ALT EMPORDÀ, L'          ",32671,15312,47983
17215,VILABLAREIX,"GIRONÈS, EL     ",119884,42704,162588
08299,VILADA,"BERGUEDÀ, EL             ",15209,1836,17045
17217,VILADAMAT,"ALT EMPORDÀ, L'          ",19960,8923,28883
17216,VILADASENS,"GIRONÈS, EL     ",6986,3306,10292
08301,VILADECANS,"BAIX LLOBREGAT, EL       ",2376903,666663,3043566
08300,VILADECAVALLS,"VALLÈS OCCIDENTAL, EL    ",320713,198701,519414
17218,VILADEMULS,"PLA DE L'ESTANY, EL      ",47684,96864,144548
17220,VILADRAU,OSONA                    ,85111,362745,447856
17221,VILAFANT,"ALT EMPORDÀ, L'          ",215262,75035,290297
08305,VILAFRANCA DEL PENEDÈS,"ALT PENEDÈS, L'          ",1506878,460148,1967026
25244,VILAGRASSA,"URGELL, L'               ",21883,16888,38771
17223,VILAJUIGA,"ALT EMPORDÀ, L'          ",53084,20618,73702
43175,VILALBA DELS ARCS,TERRA ALTA               ,19809,8095,27904
08306,VILALBA SASSERRA,"VALLÈS ORIENTAL, EL      ",21964,4171,26135
25245,VILALLER,"ALTA RIBAGORÇA, L'       ",57996,6991,64987
17224,VILALLONGA DE TER,"RIPOLLÈS, EL             ",24580,12413,36993
43166,VILALLONGA DEL CAMP,"TARRAGONÈS, EL           ",84559,73760,158319
17225,VILAMACOLUM,"ALT EMPORDÀ, L'          ",13353,2909,16262
17226,VILAMALLA,"ALT EMPORDÀ, L'          ",46730,241058,287788
17227,VILAMANISCLE,"ALT EMPORDÀ, L'          ",11474,455,11929
25247,VILAMOS,"VAL D'ARAN, LA           ",23760,9770,33530
17228,VILANANT,"ALT EMPORDÀ, L'          ",16784,7932,24716
25248,VILANOVA DE BELLPUIG,"PLA D'URGELL, EL         ",72360,1296,73656
25254,VILANOVA DE LA BARCA,"SEGRIÀ, EL               ",37475,29335,66810
25249,VILANOVA DE L'AGUDA,"NOGUERA, LA              ",6840,34996,41836
25250,VILANOVA DE MEIA,"NOGUERA, LA              ",17479,65922,83401
43168,VILANOVA DE PRADES,"CONCA DE BARBERÀ, LA     ",3877,7358,11235
08303,VILANOVA DE SAU,OSONA                    ,10374,24029,34403
25251,VILANOVA DE SEGRIA,"SEGRIÀ, EL               ",40425,13792,54217
08302,VILANOVA DEL CAMI,"ANOIA, L'                ",443299,109898,553197
08902,VILANOVA DEL VALLES,"VALLÈS ORIENTAL, EL      ",247853,41932,289785
43167,VILANOVA D'ESCORNALBOU,"BAIX CAMP, EL            ",18823,9004,27827
08307,VILANOVA I LA GELTRÚ,"GARRAF, EL               ",2689160,980592,3669752
43169,VILAPLANA,"BAIX CAMP, EL            ",15853,1128,16981
43170,VILA-RODONA,"ALT CAMP, L'             ",67637,29454,97091
17230,VILA-SACRA,"ALT EMPORDÀ, L'          ",26514,5843,32357
25252,VILA-SANA,"PLA D'URGELL, EL         ",28505,17432,45937
43171,VILA-SECA,"TARRAGONÈS, EL           ",1231910,4729831,5961741
08214,VILASSAR DE DALT,"MARESME, EL              ",476417,221614,698031
08219,VILASSAR DE MAR,"MARESME, EL              ",916649,158363,1075012
17222,VILAÜR,"ALT EMPORDÀ, L'          ",7052,3451,10503
43172,VILAVERD,"CONCA DE BARBERÀ, LA     ",15741,16139,31880
43173,"VILELLA ALTA, LA","PRIORAT, EL              ",3164,1238,4402
43174,"VILELLA BAIXA, LA","PRIORAT, EL              ",8221,1032,9253
08304,VILOBI DEL PENEDES,"ALT PENEDÈS, L'          ",45426,50307,95733
17233,VILOBI D'ONYAR,"SELVA, LA                ",87959,145107,233066
17232,VILOPRIU,"BAIX EMPORDÀ, EL         ",22019,1693,23712
25253,"VILOSELL, EL","GARRIGUES, LES           ",12402.666666666666,5840,18242.666666666664
43176,VIMBODI I POBLET,"CONCA DE BARBERÀ, LA     ",31940,6611,38551
25255,VINAIXA,"GARRIGUES, LES           ",12746,6021,18767
43177,VINEBRE,"RIBERA D'EBRE, LA        ",18407,3550,21957
43178,VINYOLS I ELS ARCS,"BAIX CAMP, EL            ",98431,136388,234819
08308,VIVER I SERRATEIX,"BERGUEDÀ, EL             ",4684,77796,82480
43052,XERTA,"BAIX EBRE, EL            ",48839,13307,62146
,,,=SUM(D8:D955),=SUM(E8:E955),=SUM(F8:F955)
,,,,,
Origen dades: Elaboració ACA,,,,,
No inclou volums exempts,,,,,
Dades extretes de les declaracions presentades dels volums consumits facturats. Aquetes dades poden diferir dels consums efectuats durant l’any natural.,,,,,
